code, stationname, lat, long
(None, None, None, None)
(u'1170', u'Salmisaarenranta', 60.16488888888889, 24.901277777777775)
(u'1171', u'Majakanvartijankatu', 60.21180555555556, 25.172444444444448)
(u'1172', u'Kuuluttajankatu', 60.20538888888889, 24.914777777777775)
(u'1173', u'Santahamina', None, None)
(u'1174', u'Kadettikoulu', None, None)
(u'1175', u'J\xe4tk\xe4saarenlaituri', 60.16027777777778, 24.921861111111113)
(u'1176', u'Leonkatu', 60.150527777777775, 24.711694444444444)
(u'1177', u'Pikitehtaankatu', 60.252972222222226, 25.02638888888889)
(u'1178', u'Palstakuja', 60.23233333333334, 24.941277777777778)
(u'1179', u'Hein\xe4sarankaari', 60.23569444444445, 24.94452777777778)
(u'1180', u'Poikasaartenpolku', 60.16661111111111, 25.08888888888889)
(u'1181', u'Perint\xf6kaarenpolku', 60.264472222222224, 24.957388888888886)
(u'1182', u'Mellinintie', 60.16794444444444, 25.03622222222222)
(u'1183', u'Koirasaarentie 1', None, None)
(u'1184', u'Koirasaarentie 2', None, None)
(u'1185', u'Sotkatie', 60.163583333333335, 24.854833333333335)
(u'1186', u'Gyldenintie', 60.158944444444444, 24.877055555555554)
(u'1187', u'Seurasaari', 60.18333333333333, 24.886944444444445)
(u'12', u'testi', None, None)
(u'1201', u'M\xe4ntym\xe4ki 2', None, None)
(u'1202', u'Kivikontie', 60.231, 25.054305555555555)
(u'1203', u'Sateenkaarentie', 60.28538888888889, 25.001555555555555)
(u'1204', u'Leirikuja', None, None)
(u'1205', u'Ilmalanrinne', 60.207750000000004, 24.920472222222227)
(u'1206', u'Merenkulkijankuja', 60.21608333333334, 25.190472222222223)
(u'1207', u'Tyynenmerenkatu', None, None)
(u'1210', u'K\xe4rri', 60.25025, 25.16975)
(u'1521', u'Eiranranta', None, None)
(u'1522', u'Pihlajam\xe4en pumppaamo', None, None)
(u'1821', u'Kyl\xe4saari', None, None)
(u'2001', u'Hannuksenpelto', 60.15633333333333, 24.697305555555555)
(u'2002', u'Nuottaniementie', 60.14816666666667, 24.739972222222224)
(u'2003', u'Matinkyl\xe4', 60.15836111111111, 24.74991666666667)
(u'2004', u'Iirislahdentie', 60.15580555555555, 24.762833333333333)
(u'2005', u'Nokkalanniemi', 60.147777777777776, 24.752583333333334)
(u'2006', u'Haukitie', 60.160444444444444, 24.77272222222222)
(u'2007', u'Westendintie', 60.15855555555555, 24.79475)
(u'2008', u'Liinasaarentie', 60.16313888888889, 24.802027777777777)
(u'2009', u'Kanervatie', 60.16697222222222, 24.789722222222224)
(u'2010', u'Friisil\xe4', 60.15852777777778, 24.716666666666665)
(u'2011', u'Niittykumpu', 60.16880555555556, 24.75397222222222)
(u'2012', u'Hakalehto', 60.16941666666666, 24.79227777777778)
(u'2013', u'Karhulahti', 60.17583333333333, 24.814361111111115)
(u'2014', u'It\xe4ranta', 60.178527777777774, 24.823083333333333)
(u'2015', u'Otaniementie', 60.18136111111111, 24.83363888888889)
(u'2016', u'Tietotie', 60.186305555555556, 24.82186111111111)
(u'2017', u'Kalevalantie', 60.184305555555554, 24.805611111111112)
(u'2018', u'Uudenkirkontie', 60.192611111111106, 24.792361111111113)
(u'2019', u'Koivistontie', 60.206, 24.792583333333333)
(u'2020', u'Kirvuntie', 60.20788888888889, 24.80494444444445)
(u'2021', u'Uuraantie', 60.20377777777778, 24.78838888888889)
(u'2022', u'Impilahdentie', 60.20922222222222, 24.808583333333335)
(u'2023', u'Ohrakaskenm\xe4ki', 60.17413888888889, 24.662)
(u'2024', u'Kokinkyl\xe4', 60.17811111111111, 24.753027777777778)
(u'2025', u'Koivumankkaa', 60.18275, 24.765472222222225)
(u'2026', u'Laurintie', 60.19036111111111, 24.75638888888889)
(u'2027', u'Seilim\xe4ki', 60.19038888888888, 24.776194444444442)
(u'2028', u'Porttikuja', 60.19983333333333, 24.77213888888889)
(u'2029', u'Lepp\xe4silta', 60.22544444444444, 24.783472222222223)
(u'2030', u'Perkkaa', 60.21619444444445, 24.827166666666667)
(u'2031', u'Vermontie', 60.217999999999996, 24.834777777777777)
(u'2032', u'Uusim\xe4ki', 60.23877777777778, 24.830694444444443)
(u'2033', u'Myllypuro', 60.279777777777774, 24.737722222222224)
(u'2034', u'Martinsillantie', 60.16138888888889, 24.695888888888888)
(u'2035', u'Koukkutie', 60.16441666666667, 24.713527777777777)
(u'2036', u'Viherlaakso', 60.22530555555556, 24.72936111111111)
(u'2037', u'Tammihaantie', 60.23330555555556, 24.71827777777778)
(u'2038', u'J\xe4rvenper\xe4', 60.23711111111111, 24.71913888888889)
(u'2039', u'Hiirihaukankuja', 60.22772222222222, 24.76822222222222)
(u'2040', u'Mikkel\xe4', 60.20380555555556, 24.639833333333332)
(u'2041', u'Lepp\xe4v.urh.puisto', 60.22508333333334, 24.801333333333336)
(u'2042', u'Pitk\xe4j\xe4rv.ranta etel.', 60.24886111111111, 24.753944444444443)
(u'2043', u'Lehtitie', 60.252361111111114, 24.757472222222223)
(u'2044', u'Laaksolahdentie', 60.252, 24.769194444444445)
(u'2045', u'Aallokko', 60.15097222222222, 24.63447222222222)
(u'2046', u'Pihlajarinne', 60.23280555555556, 24.701777777777775)
(u'2047', u'Suomenoja', 60.15075, 24.710805555555556)
(u'2048', u'Hannusj\xe4rvenm\xe4ki', 60.147194444444445, 24.677055555555555)
(u'2049', u'Soukka', 60.13488888888889, 24.662361111111107)
(u'2050', u'Jokitie', 60.20425000000001, 24.644111111111112)
(u'2051', u'Tillintie', 60.16652777777778, 24.630472222222224)
(u'2052', u'Koivuniemi', 60.150277777777774, 24.72208333333333)
(u'2053', u'Kaskenpolttajantie', 60.17644444444444, 24.660638888888887)
(u'2054', u'Tonttutyt\xf6nkuja', 60.17283333333333, 24.77586111111111)
(u'2055', u'Muurala', 60.20355555555555, 24.660138888888888)
(u'2056', u'Keilaniementie', 60.17377777777777, 24.829138888888888)
(u'2057', u'Riistatie', 60.228972222222225, 24.718361111111108)
(u'2058', u'Purotie', 60.16105555555555, 24.68025)
(u'2059', u'Kauklahti', 60.186194444444446, 24.59594444444444)
(u'2060', u'Muulo', 60.170111111111105, 24.589666666666666)
(u'2061', u'Ei pumppaamoa', None, None)
(u'2061', u'Pellaksenm\xe4ki', 60.22888888888889, 24.700999999999997)
(u'2062', u'Pitk\xe4j\xe4rv.ranta pohj.', 60.25663888888889, 24.760944444444444)
(u'2063', u'Nimismiehenpelto', 60.21555555555556, 24.652472222222222)
(u'2064', u'Keskitie', 60.16905555555555, 24.637722222222223)
(u'2065', u'Valkamanraitti', 60.190916666666666, 24.586527777777775)
(u'2066', u'Takamaa', 60.19825, 24.59894444444444)
(u'2067', u'Kotikyl\xe4ntie', 60.20819444444445, 24.66569444444444)
(u'2068', u'Ankeriaantie', 60.14072222222222, 24.686777777777777)
(u'2069', u'Laurinlahdentie', 60.143972222222224, 24.641805555555553)
(u'2070', u'Kirkkonummentie', 60.209027777777784, 24.789833333333334)
(u'2071', u'Kirkkotie', 60.209611111111116, 24.65461111111111)
(u'2072', u'Merenneidonpolku', 60.14113888888889, 24.653777777777776)
(u'2073', u'Kiviharjuntie', 60.16936111111111, 24.651555555555554)
(u'2074', u'Valovirta', 60.17597222222222, 24.83302777777778)
(u'2075', u'Hiirenkorvankuja', 60.18775, 24.780583333333333)
(u'2076', u'J\xe4rvenper\xe4ntie', 60.243861111111116, 24.714694444444444)
(u'2077', u'St\xe5hlentie', 60.29705555555555, 24.740250000000003)
(u'2078', u'Nuijalantie', 60.20769444444445, 24.771944444444443)
(u'2079', u'\xd6rkkiniityntie', 60.296305555555556, 24.751472222222223)
(u'2080', u'Platinatie', 60.193694444444446, 24.71527777777778)
(u'2081', u'Meritori', 60.15244444444444, 24.632972222222225)
(u'2082', u'Koukkuniemenpolku', 60.154555555555554, 24.768694444444442)
(u'2083', u'N\xf6ykki\xf6nniitty', 60.16875, 24.66258333333333)
(u'2084', u'Tekniikantie', 60.18552777777778, 24.813222222222223)
(u'2085', u'Kukkum\xe4ki', 60.17683333333333, 24.673916666666667)
(u'2086', u'Peuram\xe4enkuja', 60.20305555555556, 24.73413888888889)
(u'2087', u'Puntalanranta', 60.15255555555555, 24.687972222222225)
(u'2088', u'Soukanlahdentie', 60.13630555555556, 24.652555555555555)
(u'2089', u'Suopuronrinne', 60.28908333333333, 24.738805555555558)
(u'2090', u'Hansatie', 60.18863888888889, 24.58947222222222)
(u'2091', u'Hyljelahdentie', 60.14705555555555, 24.710555555555555)
(u'2092', u'Odilammenranta', 60.303777777777775, 24.767055555555554)
(u'2093', u'Kyl\xe4naukio', 60.20955555555556, 24.67275)
(u'2094', u'Odilammentie', 60.30833333333333, 24.76147222222222)
(u'2095', u'Kappelitie', 60.168055555555554, 24.763222222222222)
(u'2096', u'Bemb\xf6len koulu', 60.222944444444444, 24.680138888888887)
(u'2097', u'Kurkij\xe4rvi', 60.318138888888896, 24.732277777777774)
(u'2098', u'Korpilampi', 60.32258333333334, 24.73397222222222)
(u'2099', u'Itsehallintotie', 60.21072222222222, 24.82577777777778)
(u'2100', u'Asemanraitti', 60.20461111111111, 24.65577777777778)
(u'2101', u'Rullaniementie', 60.14286111111112, 24.708305555555555)
(u'2102', u'Hietaniementie', 60.156638888888885, 24.79105555555556)
(u'2103', u'Opaalilasintie', 60.18208333333333, 24.58136111111111)
(u'2104', u'Lommila', 60.221222222222224, 24.66286111111111)
(u'2105', u'Ei pumppaamoa', None, None)
(u'2106', u'Kristallitie', 60.18011111111111, 24.57922222222222)
(u'2107', u'Lasilaaksontie', 60.18194444444444, 24.577194444444444)
(u'2108', u'Kaitaantie', 60.15322222222222, 24.6965)
(u'2109', u'Kulttuuritori', 60.176972222222226, 24.803194444444443)
(u'2110', u'Kolmirannantie', 60.255361111111114, 24.506027777777778)
(u'2110', u'Kolmirannantie ', None, None)
(u'2111', u'Kolmper\xe4', 60.249472222222224, 24.530388888888886)
(u'2112', u'\xc4mm\xe4ssuon risteys', 60.24772222222222, 24.541111111111114)
(u'2112', u'\xc4mm\xe4ssuon risteys', None, None)
(u'2113', u'\xc4mm\xe4ssuon kaatopaikka', None, None)
(u'2114', u'Pohtimenpolku', 60.24311111111111, 24.783055555555556)
(u'2115', u'Saunalahti', 60.16252777777778, 24.6115)
(u'2116', u'Puolarmaari 1', 60.175, 24.696749999999998)
(u'2117', u'Finnoonniitty', 60.16761111111111, 24.703611111111112)
(u'2118', u'Puolarmaari 2', 60.17863888888889, 24.702805555555553)
(u'2119', u'Nygrannaksentie', 60.19580555555555, 24.746805555555554)
(u'2120', u'Munkkiranta', 60.127833333333335, 24.68261111111111)
(u'2121', u'Siltakatu', 60.20611111111111, 24.664027777777775)
(u'2122', u'Tuomarilanrinne', 60.206027777777784, 24.688499999999998)
(u'2123', u'Mets\xe4nneidonkuja', 60.18772222222222, 24.804750000000002)
(u'2124', u'Ruskaniitty', 60.305611111111105, 24.73963888888889)
(u'2125', u'Ei pumppaamoa', None, None)
(u'2126', u'Nuottatie', 60.14472222222222, 24.737055555555557)
(u'2127', u'Olarinniityntie', 60.179111111111105, 24.74063888888889)
(u'2128', u'Myntinsyrj\xe4', 60.19822222222222, 24.593944444444443)
(u'2129', u'Rastaspuisto', 60.23230555555556, 24.783166666666666)
(u'2130', u'Juvanportti', 60.26555555555556, 24.745166666666666)
(u'2131', u'Is\xe4nn\xe4npolku', 60.247194444444446, 24.71672222222222)
(u'2132', u'Karhusaari', 60.16752777777778, 24.83461111111111)
(u'2133', u'Vuohilammentie', 60.258250000000004, 24.510555555555555)
(u'2134', u'Riilahdentie', 60.136472222222224, 24.680555555555557)
(u'2135', u'Lumivaarantie', 60.2065, 24.812972222222225)
(u'2136', u'Luomannotko', 60.179138888888886, 24.758694444444444)
(u'2137', u'Mellstenintie', 60.15577777777777, 24.77211111111111)
(u'2138', u'Ratalaaksonkuja', 60.206138888888894, 24.67738888888889)
(u'2139', u'Punamets\xe4', 60.28886111111111, 24.71558333333333)
(u'2140', u'Mets\xe4torpankuja', 60.256166666666665, 24.721277777777775)
(u'2141', u'Tikasniityntie', 60.18861111111111, 24.721027777777778)
(u'2142', u'Tikasm\xe4entie', 60.18536111111111, 24.717888888888886)
(u'2143', u'Tuomarilanportti', 60.20530555555556, 24.681305555555557)
(u'2144', u'Pikkuneva', 60.27569444444445, 24.72272222222222)
(u'2145', u'Ruispellontie', 60.25122222222222, 24.73491666666667)
(u'2146', u'Makasiinitie', 60.16597222222222, 24.597166666666666)
(u'2147', u'Tuurinm\xe4entie', 60.18863888888889, 24.733916666666666)
(u'2148', u'Ingaksentie', 60.22380555555556, 24.69525)
(u'2149', u'Juvanpuistonkuja', 60.27675, 24.751055555555556)
(u'2150', u'Olkiportti', 60.21772222222222, 24.80461111111111)
(u'2151', u'Siirtomaidenkuja', 60.15994444444444, 24.61063888888889)
(u'2152', u'Muurahaisenkuja', 60.21163888888889, 24.625555555555557)
(u'2153', u'Nissinpuisto', 60.17941666666667, 24.619527777777776)
(u'2154', u'Engelin puistotie', 60.21769444444445, 24.61986111111111)
(u'2155', u'Soukansalmentie', 60.13088888888889, 24.670305555555558)
(u'2156', u'Salmenkuja', 60.12702777777778, 24.669805555555556)
(u'2157', u'Rummunly\xf6j\xe4nkatu', 60.218722222222226, 24.80511111111111)
(u'2158', u'Hiitolantie', 60.20788888888889, 24.809944444444447)
(u'2159', u'Karhuniityntie', 60.22566666666667, 24.62061111111111)
(u'2160', u'Ratsukatu', 60.21880555555556, 24.80736111111111)
(u'2161', u'Kalaj\xe4rvi', 60.30811111111111, 24.7275)
(u'2162', u'Gallen-kallelan tie', 60.20669444444445, 24.838805555555556)
(u'2163', u'Nupurintie', 60.221444444444444, 24.646583333333336)
(u'2164', u'D\xe4mman', 60.22130555555556, 24.601861111111113)
(u'2165', u'Mankinpolku', 60.186527777777776, 24.57186111111111)
(u'2166', u'Peuram\xe4entie', 60.202027777777786, 24.71775)
(u'2167', u'Parsitie', 60.24163888888889, 24.781555555555553)
(u'2168', u'Soukanniementie', 60.12533333333333, 24.679055555555554)
(u'2169', u'Nupurinkalliontie', 60.238055555555555, 24.59536111111111)
(u'2170', u'Kappalaisenkuja', 60.227000000000004, 24.698194444444443)
(u'2171', u'Kurtinkuja', 60.18044444444444, 24.607194444444445)
(u'2171', u'Kurtinkuja', 60.18044444444444, 24.607194444444445)
(u'2172', u'Kartanonherrantie', 60.267999999999994, 24.75777777777778)
(u'2173', u'Sarfik', 60.15588888888889, 24.608972222222224)
(u'2174', u'Kurkij\xe4rventie', 60.31733333333334, 24.716583333333336)
(u'2175', u'Karhusuo', 60.22313888888889, 24.62863888888889)
(u'2176', u'Tollinm\xe4ki', 60.229083333333335, 24.675694444444446)
(u'2177', u'Kurutie', 60.22188888888889, 24.62880555555556)
(u'2178', u'Inglaksenrinne', 60.19144444444444, 24.622777777777777)
(u'2179', u'Viiskorpi', 60.267111111111106, 24.719055555555553)
(u'2180', u'Fall\xe4nginpolku', 60.21805555555556, 24.67052777777778)
(u'2181', u'Maarinrannantie', 60.187305555555554, 24.810222222222226)
(u'2182', u'Kakkostie', 60.238305555555556, 24.602972222222224)
(u'2183', u'Portinvartijantie', 60.22038888888889, 24.806305555555557)
(u'2184', u'Karhusuontie', 60.22175000000001, 24.635472222222223)
(u'2185', u'Karhuniityntie', 60.23105555555556, 24.621194444444445)
(u'2186', u'Nikunm\xe4ki ', 60.274972222222225, 24.746583333333337)
(u'2187', u'Hepokuja', 60.237861111111116, 24.693444444444445)
(u'2188', u'Paciuksentie', 60.24655555555555, 24.68572222222222)
(u'2189', u'Veikkaustie', 60.23627777777778, 24.613972222222223)
(u'2190', u'Nyg\xe5rdinreitti', 60.18069444444444, 24.74613888888889)
(u'2191', u'Voitontie', 60.24080555555556, 24.60925)
(u'2192', u'Lehtokukka', 60.17047222222222, 24.647694444444447)
(u'2193', u'Hista', 60.24752777777778, 24.562944444444444)
(u'2194', u'Brobacka', 60.242472222222226, 24.58602777777778)
(u'2195', u'Lahnus', 60.32044444444445, 24.714611111111108)
(u'2196', u'Piilipuuntie', 60.18694444444444, 24.73922222222222)
(u'2197', u'Nupurinrinne', 60.23227777777778, 24.599555555555554)
(u'2198', u'Vesirattaanm\xe4ki', 60.22780555555556, 24.661944444444444)
(u'2199', u'Lukusolmu', 60.18772222222222, 24.74713888888889)
(u'2200', u'Lumipallonpolku', 60.23469444444444, 24.833555555555556)
(u'2201', u'Pitk\xe4niityntie', 60.22836111111111, 24.638194444444444)
(u'2202', u'Peruskallionkuja', 60.28986111111111, 24.722527777777774)
(u'2203', u'Asg\xe5rd', 60.19288888888889, 24.58761111111111)
(u'2204', u'Tallbonhaka', 60.28380555555555, 24.721444444444444)
(u'2205', u'Viiriniitty', 60.32769444444445, 24.720444444444443)
(u'2206', u'Sarvip\xf6ll\xf6npolku', 60.24147222222223, 24.823555555555558)
(u'2207', u'Nuuksio 1', 60.29072222222222, 24.56236111111111)
(u'2208', u'Nuuksio 2', 60.27494444444444, 24.592194444444445)
(u'2209', u'Nuuksio 3', 60.262750000000004, 24.59947222222222)
(u'2210', u'Nuuksio 4', 60.254333333333335, 24.595388888888888)
(u'2211', u'Keilaniemi 2', 60.17522222222222, 24.829305555555553)
(u'2212', u'Matinkyl\xe4 2', 60.15963888888889, 24.74013888888889)
(u'2213', u'Nuuksio 5', 60.24752777777778, 24.590638888888886)
(u'2214', u'Vermontie 2', 60.21172222222222, 24.833055555555557)
(u'2215', u'Pitk\xe4j\xe4rventie', 60.253083333333336, 24.772166666666667)
(u'2216', u'Mankkaa 1', None, None)
(u'2217', u'Mankkaa 2', 60.195972222222224, 24.78802777777778)
(u'2218', u'Mankkaa 3', None, None)
(u'2219', u'Minttupelto', 60.26391666666667, 24.736527777777777)
(u'2220', u'Maakauppiaankuja', None, None)
(u'2220', u'Maakauppiaankuja', 60.17611111111111, 24.605194444444447)
(u'2221', u'Viherm\xe4ki', None, None)
(u'2222', u'Maarinpuro', 60.27952777777778, 24.706611111111112)
(u'2223', u'Rykmentinm\xe4ki', 60.25358333333334, 24.83363888888889)
(u'2224', u'Merituulentie', None, None)
(u'2225', u'Mankkaanlaaksontie', None, None)
(u'2226', u'Nupurinj\xe4rventie', None, None)
(u'2227', u'Nupurinkartanontie', None, None)
(u'2228', u'Sinim\xe4entie', None, None)
(u'2229', u'Magneettikatu', None, None)
(u'2230', u'Harmaaniityntie', None, None)
(u'2231', u'Blomminmets\xe4ntie', None, None)
(u'2232', u'Viherm\xe4ki', None, None)
(u'2232', u'Viherm\xe4ki 2', None, None)
(u'2233', u'Kaisankoti', None, None)
(u'2234', u'Kaarlaaksontie', None, None)
(u'2235', u'Nyppyl\xe4tanhua', None, None)
(u'2236', u'Jousenpuisto', None, None)
(u'2237', u'Siikaj\xe4rventie', None, None)
(u'2238', u'Tyyrpuuri', None, None)
(u'2240', u'Hauklampi', None, None)
(u'2241', u'Lintuvaara', 60.24188888888889, 24.797333333333334)
(u'2242', u'Mankkaa Pohjoinen', None, None)
(u'2243', u'Mankkaa Etel\xe4', None, None)
(u'2244', u'Felsundintie', None, None)
(u'2301', u'Hatsina', 60.21875000000001, 24.819805555555554)
(u'2302', u'Kera', 60.21552777777778, 24.75311111111111)
(u'2303', u'Kilo', 60.21747222222223, 24.77963888888889)
(u'2304', u'Lepp\xe4vaara', 60.219388888888886, 24.812666666666665)
(u'2305', u'Niittykumpu', 60.17055555555555, 24.762638888888887)
(u'2306', u'Ratalaaks.portti', 60.206722222222226, 24.676805555555557)
